CAR TYPE,CC AND FUEL TYPE,ASSEMBLER,BRAND,TYPE / MODEL,CC,TRANS,"FUEL (G/D)","TANK CAPT","GVW (Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,"WHEEL BASE","DIMENSION P x L x T",SEATER,DRIVE SYS.,,SPEED,DOOR,WHEELS,CBU,"ORIGIN COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Segmt Share,Sedan Share,TOTAL 2020
,,,,FM8JK1M0EGJ,7684,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,55,21,12,18,11,-,-,-,-,-,-,-,"2,2%","0,1%",117
,,,,FM8JN1D0EGJ,7684,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,642,557,265,21,18,24,-,-,-,-,-,-,"29,4%","1,1%",1.527
,,,,FM8JW1A0EGJ,7684,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,96,111,65,28,12,-,-,-,-,-,-,-,"6,0%","0,2%",312
,,,,FM8JW1A0XGJ,10520,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,-,-,6,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",6
,,,,FM2PK1B0MGJ,10520,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,42,-,30,12,6,6,-,-,-,-,-,-,"1,8%","0,1%",96
,,,,FM2PL1D0MGJ,10520,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,17,6,6,-,-,-,-,-,-,-,-,-,"0,6%","0,0%",29
,,,,FM2PN1D0MGJ,10520,MT,D,0,26000,0,0,0,0,0,0,6X4,FR,0,2,10,CKD,INA,18,-,6,-,-,-,-,-,-,-,-,-,"0,5%","0,0%",24
,,PT. Isuzu Astra Motor Indonesia,ISUZU,GVZ34K,7790,MT,D,200,26000,6143,10.00020 16PR,285,4100+650,6865 x 2450 x 2860,3,6X4,FR,83,2,10,CKD,INA,6,-,6,6,-,-,-,-,6,-,-,-,"0,5%","0,0%",24
,,,,FVZ34 T LWB,7790,MT,D,200,26000,6143,10.00020016PR,285,6470+650,"11,555 x 2,450 x 2,860",3,6X4,FR,83,2,10,CKD,INA,53,25,30,-,-,-,6,6,12,6,12,43,"3,7%","0,1%",193
,,,,GXZ 60 K ABS,7790,MT,D,200,46000,5571,11.00020 16PR,345,3265+1370,6600 x 2495 x 2925,3,6X4,FR,107,2,10,CKD,INA,-,6,-,-,-,-,-,-,-,-,-,-,"0,1%","0,0%",6
,,,,FVM34 Q,7790,MT,D,200,26000,7167,10.00020016PR,240,4850+650,"8,810 x 2,450 x 2,860",3,6X2,FR,98,2,10,CKD,INA,68,52,48,-,-,-,-,-,-,-,6,25,"3,8%","0,1%",199
,,,,GVR 34 J HR ABS,7790,MT,D,370,38000,5125,10.00-20 16PR,285,3560,5860 x 2485 x 2920,3,4X2,FR,99,2,6,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,2,"0,0%","0,0%",2
,,,,GVZ 34 K HP ABS,7790,MT,D,200,38000,6143,11.00-20 16PR,285,3265+1367,6600 x 2495 x 2925,3,6X4,FR,84,2,10,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,1,"0,0%","0,0%",1
,,PT. Krama Yudha Ratu Motor,MITSUBISHI FUSO,FN 527 ML  (6X4),7545,MT,D,200,24800,7500,"10,00020016PR",220,5450,8.515 X 2.460 X 2.750,3,6X4,FR,76,2,10,CKD,INA,216,144,96,-,-,-,-,-,-,-,-,-,"8,8%","0,3%",456
,,,,FN 62 F HD (6X4),7545,MT,D,200,24800,6666,"10,00020016PR",220,7190,11.135 X 2.410 X 2.725,3,6X4,FR,96,2,10,CKD,INA,108,72,72,-,-,-,-,-,-,-,-,-,"4,8%","0,2%",252
,,,,FN 62 F TH (6X4),7545,MT,D,200,24800,6666,"10,00020016PR",220,7190,11.135 X 2.410 X 2.725,3,6X4,FR,96,2,10,CKD,INA,-,-,12,-,-,-,-,-,-,-,-,-,"0,2%","0,0%",12
,,,,FN 527 MS  (6X4),7545,MT,D,200,24800,7500,"10,00020016PR",220,5320,8.260 X 2.460 X 2.750,3,6X4,FR,103,2,10,CKD,INA,60,12,36,-,-,-,-,-,-,-,-,-,"2,1%","0,1%",108
,,"PT Daimler Commercial Vehicles
Indonesia",MERCEDES-BENZ CV,Axor 2528 C,6373,MT,D,380,25000,4.573 0 1.0,"10.00 R 20, Tube0type",380,5700,12000 x 2490 x 2955,2,6X2,FR,90,2,6,CKD,INA,55,-,21,6,11,25,36,15,23,1,-,-,"3,7%","0,1%",193
,,,,Axor 2528 RMC,6373,MT,D,255,26500,4.573 0 1.0,"11.00 0 20, Tube0type",280,3600,7460 x 2490 x 2955,2,6X4,FR,90,2,6,CKD,INA,15,-,-,-,-,-,-,-,6,18,-,-,"0,7%","0,0%",39
,,PT. Astra Multi Trucks Indonesia,UD TRUCK,GKE28042T,7698,MT,D,315,37000,5570,"11,00020016PR",280,0,0,3,4X2,FR,90,2,8,CKD,INA,15,5,2,-,-,30,29,28,22,22,23,-,"3,4%","0,1%",176
,,,,CDE25062R,7898,MT,D,315,26000,5570,"11,00020016PR",250,0,0,3,6X2,FR,90,2,10,CKD,INA,6,32,21,-,-,5,10,10,-,20,-,-,"2,0%","0,1%",104
,,,,CDE28062R,7898,MT,D,315,26000,5570,"11,00020016PR",280,0,0,3,6X2,FR,90,2,10,CKD,INA,-,-,-,5,-,-,-,-,-,10,5,-,"0,4%","0,0%",20
,,,,CWE28064R,7698,MT,D,315,26000,6170,"11,00020016PR",280,0,0,3,6X4,FR,90,2,10,CKD,INA,5,23,30,17,-,1,22,8,12,14,18,-,"2,9%","0,1%",150
,,,,GWE28064T,7898,MT,D,315,37000,6166,"11,00020016PR",280,0,0,3,6X4,FR,90,2,10,CKD,INA,-,-,5,-,-,-,5,5,-,-,-,-,"0,3%","0,0%",15
,,,,GWE33064T,7698,MT,D,315,44000,6170,"11,00020016PR",330,0,0,3,6X4,FR,90,2,10,CKD,INA,-,-,-,-,-,-,-,6,-,-,-,-,"0,1%","0,0%",6
,,,,GWE37064T,10837,MT,D,405,49000,5140,"11,00020016PR",370,0,0,3,6X4,FR,90,2,10,CKD,INA,5,-,5,-,-,-,-,-,-,-,3,-,"0,2%","0,0%",13
AFFORDABLE ENERGY SAVING CARS 4X2,CC ≤ 1.200 [G],PT. Astra Daihatsu Motor,DAIHATSU,New  Ayla 1.0 D,998,MT,G,33,770,4643,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",5
,,,,New  Ayla 1.0 D+,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,409,296,3,-,-,-,-,-,-,-,-,-,"0,6%","0,6%",708
,,,,New  Ayla 1.0 M MT,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,259,178,2,-,-,-,-,-,-,-,-,-,"0,4%","0,4%",439
,,,,New  Ayla 1.0 M AT,998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,86,105,-,-,-,-,-,-,-,-,-,-,"0,2%","0,2%",191
,,,,New  Ayla 1.0 X MT,998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,418,434,6,-,-,-,-,-,-,-,-,-,"0,7%","0,7%",858
,,,,New  Ayla 1.0 X AT,998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,64,95,-,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",159
,,,,New  Ayla 1.0 X MT (Airbag),998,MT,G,33,770,4643,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,5,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",5
,,,,New  Ayla 1.0 X AT (Airbag),998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,1,1,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",2
,,,,New  Ayla 1.2 X MT (Airbag),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,129,208,2,-,-,-,-,-,-,-,-,-,"0,3%","0,3%",339
,,,,New  Ayla 1.2 X AT (Airbag),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,45,65,-,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",110
,,,,New  Ayla 1.2 R MT (Airbag),1197,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,410,563,6,-,-,-,-,-,-,-,-,-,"0,8%","0,8%",979
,,,,New  Ayla 1.2 R AT (Airbag),1197,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,223,283,3,-,-,-,-,-,-,-,-,-,"0,4%","0,4%",509
,,,,New  Ayla 1.0 D (MC 2020),998,MT,G,33,770,4643,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,10,1,-,-,-,-,-,-,-,-,"0,0%","0,0%",11
,,,,New  Ayla 1.0 D+ (MC 2020),998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,246,33,-,1,66,109,140,366,76,50,"0,9%","0,9%",1.087
,,,,New  Ayla 1.0 X MT (MC 2020),998,MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,683,27,-,1,35,149,242,197,241,264,"1,5%","1,5%",1.839
,,,,New  Ayla 1.0 X AT (MC 2020),998,AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,255,11,-,-,30,115,172,70,24,90,"0,6%","0,6%",767
,,,,New  Ayla 1.2 X MT (MC 2020),"1,197",MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,253,16,-,1,36,121,178,43,43,92,"0,6%","0,6%",783
,,,,New  Ayla 1.2 X AT (MC 2020),"1,197",AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,88,4,-,-,16,58,61,37,18,41,"0,3%","0,3%",323
,,,,New  Ayla 1.2 R MT (MC 2020),"1,197",MT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,713,37,-,4,145,444,571,115,72,338,"2,0%","2,0%",2.439
,,,,New  Ayla 1.2 R AT (MC 2020),"1,197",AT,G,33,785,4485,175/65R14,65,2450,3600X1600X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,423,19,-,2,101,298,390,178,40,87,"1,2%","1,2%",1.538
,,,,New  Sigra 1.0 D MT,998,MT,G,36,1480,5545,155/80 R13,67,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,698,739,976,86,-,36,66,468,670,342,160,145,"3,5%","3,5%",4.386
,,,,New  Sigra 1.0 M MT,998,MT,G,36,1480,5545,175/65 R14,67,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,719,808,1.043,93,-,33,66,474,741,309,156,221,"3,7%","3,7%",4.663
,,,,New  Sigra 1.2 X MT,"1,197",MT,G,36,1500,5077,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,176,679,915,78,-,42,49,98,191,431,164,36,"2,3%","2,3%",2.859
,,,,New  Sigra 1.2 X AT,"1,197",AT,G,36,1500,4839,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,70,102,84,11,-,4,8,34,15,22,18,13,"0,3%","0,3%",381
,,,,New  Sigra 1.2 R MT,"1,197",MT,G,36,1500,5077,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,1.733,1.702,1.940,161,-,57,111,677,1.151,643,338,268,"7,1%","7,1%",8.781
,,,,New  Sigra 1.2 R AT,"1,197",AT,G,36,1570,4839,175/65 R14,88,2525,4070X1655X1600,7,4X2,FF,0,5,4,CKD,INA,318,324,441,50,-,22,46,385,374,150,62,53,"1,8%","1,8%",2.225
,,PT. Nissan Motor Indonesia,DATSUN,Datsun GO+ D 1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x 1635 x 1490,5+3,4X2,FF,0,0,4,CKD,INA,18,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",18
,,,,Datsun GO+ A 1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x 1635 x 1490,5+3,4X2,FF,0,0,4,CKD,INA,36,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",36
,,,,Datsun GO+ A 1.2 CVT,1198,CVT,G,0,0,0,155/70 R13,0,2450,3995 x 1635 x 1490,5+3,4X2,FF,0,0,4,CKD,INA,6,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",6
,,,,Datsun GO+ T 1.2 MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3995 x 1635 x 1490,5+3,4X2,FF,0,0,4,CKD,INA,6,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",6
,,,,Datsun GO+ T STYLE 1.2 CVT,1198,CVT,G,0,0,0,155/70 R13,0,2450,3785 x 1635 x 1485,5,4X2,FF,0,0,4,CKD,INA,11,1,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",12
,,,,New  Datsun GO D MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3785 x 1635 x 1485,5,4X2,FF,0,0,4,CKD,INA,47,1,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",48
,,,,New  Datsun GO A MT,1198,MT,G,0,0,0,155/70 R13,0,2450,3785 x 1635 x 1485,5,4X2,FF,0,0,4,CKD,INA,72,-,-,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",72
,,,,New  Datsun Go T active MT,1198,MT,G,0,0,0,155/70 R14,0,2450,3785 x 1635 x 1485,6,4X2,FF,0,0,4,CKD,INA,57,9,-,-,-,-,-,-,-,-,-,-,"0,1%","0,1%",66
,,,,Datsun Go Live MT,1198,MT,G,0,0,0,175/65 R16,0,2450,3995 x 1670 x 1560,5,4X2,FF,0,0,4,CKD,INA,18,-,-,-,-,-,-,-,-,-,-,-,"0,0%","0,0%",18
,,PT. Honda Prospect Motor,HONDA,Brio SATYA S,1198,MT,G,35,930,0,0,88,2345,3610 x 1680 x 1485,5,4X2,FF,0,4,4,CKD,INA,300,360,360,180,-,-,-,-,180,180,420,120,"1,7%","1,7%",2.100
,,,,Brio SATYA E,1198,MT,G,35,960,0,0,88,2345,3610 x 1680 x 1485,5,4X2,FF,0,4,4,CKD,INA,1.460,1.475,1.494,540,-,-,59,1.141,1.740,900,1.620,960,"9,2%","9,2%",11.389
,,,,Brio SATYA E,1198,AT,G,35,960,0,0,88,2345,3610 x 1680 x 1485,5,4X2,FF,0,4,4,CKD,INA,2.700,2.220,2.580,840,-,-,-,121,1.606,2.658,1.578,1.662,"12,8%","12,8%",15.965
,,PT. Suzuki Indomobil Motor,SUZUKI,Karimun Wagon R GL,998,MT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,0,4,4,CKD,INA,210,134,131,36,1,-,42,-,-,-,-,77,"0,5%","0,5%",631
,,,,Karimun Wagon R GS,998,MT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,0,4,4,CKD,INA,52,12,36,11,-,-,11,25,30,-,-,10,"0,2%","0,2%",187
,,,,Karimun Wagon R GL AT,998,AT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,0,4,4,CKD,INA,49,28,28,10,-,-,15,-,-,-,-,-,"0,1%","0,1%",130
,,,,Karimun Wagon R GS AT,998,AT,G,35,1350,4388,145/80 R13,68,2400,3600 X 1475 X 1700,5,4X2,FF,0,4,4,CKD,INA,32,70,45,18,10,-,12,82,162,129,122,-,"0,5%","0,5%",682
,,PT. Toyota Motor Mftg Indonesia,TOYOTA,AGYA 1.0 G M/T (CG)+(D4)+(CG),1000,MT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,5,10,9,3,-,-,-,-,2,2,-,-,"0,0%","0,0%",31
,,,,AGYA 1.0 G A/T (CL)+(57),1000,AT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,-,-,-,1,-,2,-,1,1,1,-,-,"0,0%","0,0%",6
,,,,AGYA 1.2 G M/T (DQ)+(DQ)+(DQ)+(6Q),1200,MT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,117,163,350,23,-,3,35,5,123,151,84,183,"1,0%","1,0%",1.237
,,,,AGYA 1.2 G M/T (DR)+(DR)+(6R)TRD S Edition,1200,MT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,579,596,1.186,92,-,9,103,556,864,804,261,500,"4,5%","4,5%",5.550
,,,,AGYA 1.2 G A/T (DT)+(DT)+(6S)+(DT),1200,AT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,186,147,279,22,-,3,17,15,139,131,55,133,"0,9%","0,9%",1.127
,,,,AGYA 1.2 G A/T (DS)+(6T)+(DS),1200,AT,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,772,523,910,79,-,7,82,316,884,722,173,414,"3,9%","3,9%",4.882
,,,,AGYA EXPORT,1200,0,G,33,0,4485,175/65R14,65.3 / 6000,2450,3600X1620X1520,5,4X2,FF,0,5,4,CKD,INA,900,645,2.427,577,-,1.406,770,1.055,2.728,3.253,3.698,2.871,"16,3%","16,3%",20.330
,,,,CALYA 1.2 E M/T (ZB)+(3A),1200,MT,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,54,23,11,4,-,1,6,44,-,-,-,20,"0,1%","0,1%",163
,,,,CALYA 1.2 E M/T (29)+(EA),1200,MT,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,59,22,20,7,-,2,9,48,1,-,-,-,"0,1%","0,1%",168
,,,,CALYA 1.2 G M/T (ZC)+(5M)+(3B),1200,M/T,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,601,250,281,58,-,20,98,105,1,-,1,289,"1,4%","1,4%",1.704
,,,,CALYA 1.2 G A/T (ZF)+(3E)+(5N),1200,AT,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,294,103,86,23,-,2,18,103,1,-,-,110,"0,6%","0,6%",740
,,,,CALYA (3R),1200,0,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,200,140,210,7,-,-,1,146,431,98,1,23,"1,0%","1,0%",1.257
,,,,CALYA (3S),1200,0,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,165,100,109,4,-,-,2,147,177,94,9,96,"0,7%","0,7%",903
,,,,CALYA (3T),1200,0,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,2.238,2.278,2.814,93,-,-,1,141,1.994,1.390,1.297,1.260,"10,9%","10,9%",13.506
,,,,CALYA (3V),1200,0,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,-,-,-,-,-,-,3,327,525,814,250,477,"1,9%","1,9%",2.396
,,,,CALYA (3W),1200,0,G,0,0,0,175/65R14,0,2525,0,7,4X2,FR,4,4,4,CKD,INA,1.051,674,852,29,-,-,-,-,-,-,-,-,"2,1%","2,1%",2.606
